MusteriKodu;MusteriBolge1;MusteriBolge2;MusteriBolge3;MusteriBolge4;SatisKanali;lisansNo;SatisHacmi;DiageoSatisHacmi;RutAdi;RutgrupKod;SatisTemsilcisi;StTakipKod;SatisSefi;SonGuncellenmeZamani;DDegeri;RDegeri;HDegeri;BiletEtkinlik;OrtalamaHarcamaTutari;KuverSayisi;IsbirligiDuzeyi;HerseyDahil;KisMevsimi;OtelTipi;YatakSayisi;YillikMisafir;MusteriUnvan;MusteriTabelaAdi;MusteriCesidi;Adres;lat;lng;MusteriProfili;MapProfileScore;MapPopulationScore;Mapin Segment;not;username;Url detay; url
709436;Ulusal On-Trade Kanal MD.;İstanbul Heritage;İstanbul Anadolu;KADIKÖY;TRADITIONAL;3428010488Aİ;S3;D4;Presell On İst.Tra Kadıköy Bölgesi;2816;Bertan Acabay;8229;Erkan Çoban;;;R1;H0;Etkinlik Yok;1.000 -1.999 TL;400+;Orta;;;;;;FUAYE İSTANBUL GIDA TURİZM A.Ş;FUAYE;Askeri Birlik-Sosyal Tesis;FENERBAHÇE MAH. ALARA SOK. NO:24;41,076341;29,0182846;A+;91,0538;92,513;R1-A;;gscemiyet;var;https://www.google.com/maps/place/Galatasarayl%C4%B1lar+Derne%C4%9Fi+Lokali/@41.076341,28.8782089,12z/data=!4m6!3m5!1s0x14cab66a0a55dd7b:0x11eb30cbe124fa95!8m2!3d41.076341!4d29.0182846!16s%2Fg%2F1tht94qx?entry=ttu
1000010582;Ulusal On-Trade Kanal MD.;İstanbul Modern OT;İstanbul Anadolu;KADIKÖY;MODERN;34289526Aİ;S5;D4;Presell On İst.Mod Kadıköy Bölgesi;2814;Onur Çakmaz;8224;Tayfun Öncel;;D2;;;Etkinlik Var;500-999 TL;200-399;Düşük;;;;;;BARMY LOKANTA VE TURIZM İŞLETMECİLİĞİ LTD ŞTİ;BARMY ;Modern Pub & Bistro;CAFERAĞA MAHALLESİ KADİFE SOKAK NO:12 Cd.CAFERAĞA MAHALLESİ KADİFE SOKAK NO:12 Mh. ;40,9867047;29,0266333;AB;90,9741;75,5664;D2-A;;barmyistanbul;var;https://maps.google.com/?cid=15460257737930065900
873648;Ulusal On-Trade Kanal MD.;İstanbul Heritage;İstanbul Anadolu;KADIKÖY;TRADITIONAL;34286309Aİ;S3;D2;Presell On İst.Tra Kadıköy Bölgesi;2816;Bertan Acabay;8229;Erkan Çoban;;;R1;;Etkinlik Yok;500-999 TL;100-199;Orta;;;;;;KASSAP GIDA LOKANTACILIK TURIZM TICARET LIMITED SIRKETI;KASSAP;Kebap;;40,9822099;29,0229742;AB;90,9289;90,0847;R1-A;;kassabkoftedoner;var;https://maps.google.com/?cid=5056380201646286391
1000018951;Ulusal On-Trade Kanal MD.;İstanbul Modern OT;İstanbul Anadolu;KADIKÖY;MODERN;3428009915Aİ;S5;D4;Presell On İst.Mod Caddebostan Bölgesi;2815;Atakan Balcıoğlu ;8226;Tayfun Öncel;;D3;;;Etkinlik Yok;0-499 TL;100-199;Düşük;;;;;;AKSİMCADDE GIDA TURZ.TİC.LTD.ŞTİ.;AKSİ CADDE;Modern Pub & Bistro;GÖZTEPE MH BAĞDAT CD NO 199/A;40,974299;29,0550845;AB;90,921;64,8848;D3-A;;aksipub;var;https://maps.google.com/?cid=5957955575674708783
433333;Ulusal On-Trade Kanal MD.;İstanbul Modern OT;İstanbul Anadolu;KADIKÖY;MODERN;34280266Aİ;S5;D4;Presell On İst.Mod Kadıköy Bölgesi;2814;Onur Çakmaz;8224;Tayfun Öncel;;D2;;;Etkinlik Var;500-999 TL;200-399;Düşük;;;;;;BAŞAK TURİZM TİC.SAN. LTD.ŞTİ.;BİNA;Modern Pub & Bistro;KADİFE Sk. 26 CAFERAĞA Kadıköy / İSTANBUL;40,9863782;29,0264087;AB;90,8267;77,9269;D2-A;;bina.moda;var;https://maps.google.com/?cid=12866526197269292254
1000029623;Ulusal On-Trade Kanal MD.;İstanbul Heritage;İstanbul Anadolu;ATAŞEHİR;TRADITIONAL;3439003136Aİ;S3;D4;Presell On Asya Kayıkçı İst.Tra Atşhr-Adalar Bölge;2822;Ramazan İlhami Kılınç;8231;Erkan Çoban;;;R1;;Etkinlik Yok;500-999 TL;100-199;Orta;;;;;;MEST TEMİZLİK İNŞ GIDA OTO SAN VE TİC LTD ŞTİ;ÇEŞME ALAÇATI BALIKÇIŞI;Balık;ATATÜRK MAH SEDEF CAD NO 2/2A/2 ;40,989946;29,117554;AB;90,6474;88,7793;R1-A;;alacatibalik;var;https://maps.google.com/?cid=1028205363164795461
713782;Ulusal On-Trade Kanal MD.;Hospitality;İstanbul Anadolu;KADIKÖY;TRADITIONAL;34286292Aİ;S5;D5;Presell On Hospitality Avrupa1 Kayıkçı Bölgesi;2535;Hospitality Yedek;8013;Mehmet Emir Kalkır;;D0;R1;H0;Etkinlik Yok;2.000+ TL;200-399;Yüksek;;;;;;Günaydın Et Sanayi ve Tic. Anonim Şti;GÜNAYDIN ŞAŞKINBAKKAL;Kebap;Suadiye mh kazım özalp sokak no:58/A kadıköy istabul;40,95958430;29,07323050;A+;90,6325;87,7779;R1-A;;;var;https://maps.app.goo.gl/6gdMtFaLqh2KEdYFA
713781;Ulusal On-Trade Kanal MD.;Hospitality;İstanbul Anadolu;KADIKÖY;TRADITIONAL;34286306Aİ;S5;D5;Presell On Hospitality Avrupa1 Kayıkçı Bölgesi;2535;Hospitality Yedek;8013;Mehmet Emir Kalkır;;D0;R1;H0;Etkinlik Yok;1.000 -1.999 TL;400+;Yüksek;;;;;;ALE GIDA VE TURİZM TİC. A.Ş. ;GÜNAYDİN (KALAMIS);Kebap;Fenerbahçe mh  münir nurettin selçuk cad. No:40 kdıköy istanbul;40,97703610;29,04092460;A+;90,467;87,9307;R1-A;;;var;https://maps.app.goo.gl/q25kCU91c6z3XjERA
959046;Ulusal On-Trade Kanal MD.;İstanbul Heritage;İstanbul Anadolu;KADIKÖY;TRADITIONAL;34289244Aİ;S1;D1;Presell On İst.Tra Kadıköy Bölgesi;2816;Bertan Acabay;8229;Erkan Çoban;;;R1;;Etkinlik Yok;500-999 TL;400+;Düşük;;;;;;PSB GRUP TURİZM SAĞLIK BİLİŞİM İNŞ TAS SAN VE TİC A.Ş;GS TESİSLERİ;Askeri Birlik-Sosyal Tesis;FENERBAHÇE MAH ALARA SOK NO 24 KADIKOY ISTANBUL ;40,9687501;29,0323955;A+;90,3692;91,8239;R1-A;;fuayekalamis;var;https://maps.google.com/?cid=7363777293291831483
639550;Ulusal On-Trade Kanal MD.;İstanbul Heritage;İstanbul Anadolu;KADIKÖY;TRADITIONAL;34288141Aİ;S2;D4;Presell On İst.Tra Kadıköy Bölgesi;2816;Bertan Acabay;8229;Erkan Çoban;;;R1;;Etkinlik Yok;0-499 TL;400+;Yüksek;;;;;;KASDAŞ KADIKÖY SAĞLIK TURZ.EĞT. ÇEVRE TEMİZLİĞİ OTOPARK İŞLETMELERİ İNŞ.YAY.SAN.TİC.A.Ş.;KHALKEDON FENERBAHÇE;Askeri Birlik-Sosyal Tesis;FENERBAHÇE MAH. 89. PAFTA 427 ADA 6.PARSEL KADIKÖY;40,9691806;29,0373689;AB;90,2594;93,8089;R1-A;;khalkedonrestoran;var;https://maps.google.com/?cid=8790725856929201619
961242;Ulusal On-Trade Kanal MD.;İstanbul Modern OT;İstanbul Anadolu;KADIKÖY;MODERN;34289289Aİ;S4;D3;Presell On İst.Mod Kadıköy Bölgesi;2814;Onur Çakmaz;8224;Tayfun Öncel;;D2;;;Etkinlik Yok;0-499 TL;100-199;Yüksek;;;;;;BİBEROĞLU CAFE REST TURZM İNŞ SAN TİC LTD;NO 11;Kokteyl Bar;CAFERAĞA MAH ARAYICI BAŞI SOK NO 11 A-1 KADIKOY ISTANBUL;40,9880871;29,0269302;AB;90,2219;80,1353;D2-A;;11kadikoy;var;https://maps.google.com/?cid=18291700382629223839
821558;Ulusal On-Trade Kanal MD.;İstanbul Modern OT;İstanbul Anadolu;KADIKÖY;MODERN;34285248Aİ;S2;D1;Presell On İst.Mod Kadıköy Bölgesi;2814;Onur Çakmaz;8224;Tayfun Öncel;;D1;;;Etkinlik Var;500-999 TL;200-399;Yüksek;;;;;;KMB TURİZM İNŞAAT SAN VE TİC.LTD.ŞTİ.;SHİNE;Modern Pub & Bistro;CAFERAĞA MAH. MİSBAH MUHAYYEŞ SOK. NO.9/3-4 KADIK OY ISTANBUL;40,9890925;29,0218696;AB;90,2182;92,4876;D1-A;;shine_terrace;var;https://maps.google.com/?cid=3733144675889009727
925414;Ulusal On-Trade Kanal MD.;İstanbul Heritage;İstanbul Anadolu;KADIKÖY;TRADITIONAL;34286346Aİ;S1;D4;Presell On İst.Tra Kadıköy Bölgesi;2816;Bertan Acabay;8229;Erkan Çoban;;;R1;;Etkinlik Yok;500-999 TL;100-199;Yüksek;;;;;;BIRLESIK SANAT EVLERI IÇ MIMARLIK SANAYI VE TICARET LIMITED SIRKETI - BİRLEŞİK SANAT EVLERİ İÇ MİM.SAN. VE TİC.LTD.ŞTİ;YENİ MEYHANE;Geleneksel Meyhane;OSMANAĞA MAH. OSMANCIK SOK. NO:7/1 KADIKOY ISTANBUL;40,9898381;29,0277534;AB;89,9881;92,0113;R1-A;;yenimeyhane;var;https://maps.google.com/?cid=11781532687275418920
1000022784;Ulusal On-Trade Kanal MD.;İstanbul Modern OT;İstanbul Anadolu;KADIKÖY;MODERN;3428010021Aİ;S3;D3;Presell On İst.Mod Caddebostan Bölgesi;2815;Atakan Balcıoğlu ;8226;Tayfun Öncel;;D3;;;Etkinlik Yok;0-499 TL;100-199;Orta;;;;;;BURJ GIDA İNŞAAT SAN VE TİC LTD.ŞTİ.;BURJ;Modern Pub & Bistro;FENERBAHÇE MH KALAMIŞ CD NO 79/2;40,9710212;29,0391451;AB;89,9482;65,4444;D3-A;;burjbistro;var;https://maps.google.com/?cid=7510584352845648170
813900;Ulusal On-Trade Kanal MD.;İstanbul Modern OT;İstanbul Anadolu;KADIKÖY;MODERN;34285113Aİ;S3;D4;Presell On İst.Mod Kadıköy Bölgesi;2814;Onur Çakmaz;8224;Tayfun Öncel;;D3;;;Etkinlik Yok;500-999 TL;100-199;Orta;;;;;;TH RESTORAN VE GIDA İŞL.SAN.TİC.LTD.ŞTİ.;MY CHEF;Modern Pub & Bistro;BAHARİYE CADDESİ SAKIZGÜLÜ SK. NO.24/B/6 KADIKOY ISTANBUL;40,9872744;29,0275117;AB;89,9024;67,0636;D3-A;;mychefcafe;var;https://maps.google.com/?cid=7681200090892312683
885980;Ulusal On-Trade Kanal MD.;İstanbul Heritage;İstanbul Anadolu;KADIKÖY;TRADITIONAL;34287941Aİ;S2;D4;Presell On İst.Tra Kadıköy Bölgesi;2816;Bertan Acabay;8229;Erkan Çoban;;;R1;;Etkinlik Yok;500-999 TL;100-199;Orta;;;;;;ERDE BILGISAYAR SAN. VE TIC. LTD. STI. - KUTU CAFE&PUB;MÜJGAN MEYHANE KADIKÖY ;Geleneksel Meyhane;OSMANAĞA MAH. ZİYABEY SOK. NO:7B KADIKOY ISTANBUL;40,9891099;29,0281668;AB;89,8423;90,6722;R1-A;;mujganmeyhanesi.kadikoy;var;https://maps.google.com/?cid=6752566219713632918
895288;Ulusal On-Trade Kanal MD.;İstanbul Modern OT;İstanbul Anadolu;KADIKÖY;MODERN;34288375Aİ;S3;D2;Presell On İst.Mod Caddebostan Bölgesi;2815;Atakan Balcıoğlu ;8226;Tayfun Öncel;;D2;;;Etkinlik Yok;500-999 TL;100-199;Yüksek;;;;;;GÖKALP USTA VE GÜNGÖR KARAOĞLU ADİ ORTAKLIĞI;BAUSTA ;Kokteyl Bar;SUADİYE MAH.AYŞE ÇAVUŞ CAD.6/A/A KADIKOY ISTANBUL ;40,960283;29,083699;AB;89,7865;80,5609;D2-A;;bausta.suadiye;var;https://maps.google.com/?cid=18439135878739040018
870297;Ulusal On-Trade Kanal MD.;İstanbul Heritage;İstanbul Anadolu;KADIKÖY;TRADITIONAL;34288912Aİ;S4;D4;Presell On İst.Tra Kadıköy Bölgesi;2816;Bertan Acabay;8229;Erkan Çoban;;;R1;;Etkinlik Yok;500-999 TL;0-99;Orta;;;;;;YONCA INSAAT DEKARASYON TURIZM VE GIDA LIMITED SIRKETI;MOSHONİS;Balık;FENERYOLU MH. BAĞDAT CD. NO:99/A KADIKOY ISTANBUL;40,9796676;29,0445773;AB;89,7776;88,9511;R1-A;;moshonisbalikcisi;var;https://maps.google.com/?cid=4605822209661800307
968309;Ulusal On-Trade Kanal MD.;Hospitality;İstanbul Anadolu;ÜSKÜDAR;MODERN;34344430Aİ;S5;D3;Presell On Hospitality Avrupa1 Kayıkçı Bölgesi;2535;Hospitality Yedek;8013;Mehmet Emir Kalkır;;D1;;;Etkinlik Yok;500-999 TL;400+;Yüksek;;;;;;VAKKO GIDA A.Ş.;VAKKO AKASYA PATISS;Modern Pub & Bistro;ACIBADEM MH.ÇEÇEN SK.AKASYA EVLERİ SİT.AVM AP.NO:25/376 ÜSKÜDAR ISTANBUL;41,0019395;29,0550198;A+;89,73;91,52;D1-A;;vakkolatelier;var;https://maps.google.com/?cid=4762694016431236316
888227;Ulusal On-Trade Kanal MD.;İstanbul Modern OT;İstanbul Anadolu;KADIKÖY;MODERN;34288015Aİ;S2;D1;Presell On İst.Mod Kadıköy Bölgesi;2814;Onur Çakmaz;8224;Tayfun Öncel;;D2;;;Etkinlik Yok;0-499 TL;100-199;Yüksek;;;;;;NIKBIN GRUP TUR. ORG. SEY. TIC. LTD. STI. - MUHİT KADIKOY;MUHİT KADIKÖY;Modern Pub & Bistro;CAFERAGA MAH. SARRAF ALİ SK. NO.30/A  KADIKOY ISTANBUL;40,9882272;29,0239289;AB;89,7027;80,9903;D2-A;;muhitkadikoy;var;https://maps.google.com/?cid=559628925770383140
957928;Ulusal On-Trade Kanal MD.;İstanbul Modern OT;İstanbul Anadolu;KADIKÖY;MODERN;34288408Aİ;S4;D4;Presell On İst.Mod Caddebostan Bölgesi;2815;Atakan Balcıoğlu ;8226;Tayfun Öncel;;D1;;;Etkinlik Yok;500-999 TL;400+;Düşük;;;;;;BEYAZ FIRIN GID İHRACAT;BEYAZ FIRIN SUADİYE;Modern Pub & Bistro;SUADİYE MAH PLAJ YOLU CAD NO 18-1-A-1 KADIKOY ISTANBUL;40,9568313;29,080295;A+;89,6477;92,1926;D1-A;;beyazfirin;var;https://maps.google.com/?cid=9734844766513080685
965630;Ulusal On-Trade Kanal MD.;İstanbul Modern OT;İstanbul Anadolu;ATAŞEHİR;MODERN;34392599Aİ;S3;D3;Presell On İst.Mod Ataşehir Bölgesi;2819;Volkan Barol;8230;Tayfun Öncel;;D3;;;Etkinlik Yok;500-999 TL;0-99;Yüksek;;;;;;EPOPEE GIDA ENDESTRISI TİCARET A.S.;EPOPEE;Modern Pub & Bistro;ATATÜRK MH. ATAPARK CAD. NO:3JC/19 ATAŞEHİR B6 BLOK ATASEHIR ISTANBUL;40,9893869;29,140792;AB;89,6305;65,057;D3-A;;epopee.lounge;var;https://maps.google.com/?cid=11478873152689359987
661826;Ulusal On-Trade Kanal MD.;İstanbul Heritage;İstanbul Anadolu;KADIKÖY;TRADITIONAL;34288142Aİ;S2;D4;Presell On İst.Tra Kadıköy Bölgesi;2816;Bertan Acabay;8229;Erkan Çoban;;;R1;;Etkinlik Yok;500-999 TL;400+;Yüksek;;;;;;KASDAŞ KADIKÖY SAĞLIK TUR.EĞT.ÇEVRE OTOPARK HİZM.SAN.TİC.A.Ş.;KHALKEDON KALAMIŞ;Askeri Birlik-Sosyal Tesis;FENERBAHÇE MÜNİR NURETTİN SELÇUK CAD. KALAMIŞ KADIKÖY;40,9814825;29,0373743;AB;89,6278;92,978;R1-A;;khalkedonrestoran;var;https://www.google.com/maps/place/Khalkedon+Kalam%C4%B1%C5%9F/@40.9814865,29.034794,17z/data=!3m1!4b1!4m6!3m5!1s0x14cab87cf6157177:0x67b33bccdbc49c61!8m2!3d40.9814825!4d29.0373743!16s%2Fg%2F11g8wjbbrw?entry=ttu
855155;Ulusal On-Trade Kanal MD.;İstanbul Modern OT;İstanbul Anadolu;KADIKÖY;MODERN;34285914Aİ;S4;D4;Presell On İst.Mod Caddebostan Bölgesi;2815;Atakan Balcıoğlu ;8226;Tayfun Öncel;;D2;;;Etkinlik Yok;0-499 TL;100-199;Düşük;;;;;;MODERN RESTAURANT VE KAF.ISL.AS.;POLONEZ BARBEKÜ;Modern Pub & Bistro;CADDEBOSTAN MAH.BAĞDAT CAD.NO:291 A/1  KADIKOY ISTANBUL;40,985515;29,099574;AB;89,6152;75,0287;D2-A;;brasseriepolonez;var;https://www.google.com/maps/place/Polonez+Barbek%C3%BC-express/@40.9767304,29.0728545,15z/data=!4m6!3m5!1s0x14cac63143a46c2f:0x7bca0ee75aabde3c!8m2!3d40.985515!4d29.099574!16s%2Fg%2F1tsq83hl?entry=ttu
863031;Ulusal On-Trade Kanal MD.;İstanbul Heritage;İstanbul Anadolu;KADIKÖY;TRADITIONAL;34285981Aİ;S2;D4;Presell On İst.Tra Kadıköy Bölgesi;2816;Bertan Acabay;8229;Erkan Çoban;;;R2;;Etkinlik Var;500-999 TL;100-199;Yüksek;;;;;;OTTO ITHALAT VE IHRACAT GIDA DANISMANLIK SANAYI VE TICARET LIMITED SIRKETI;SARNIÇ RESTAURANT;Geleneksel Meyhane;CAFERAĞA MAH DUMLUPINAR SK NO:12 KADIKOY ISTANBUL;40,9889965;29,0243143;AB;89,2399;82,3276;R2-A;;thesarnic;var;https://maps.google.com/?cid=5208218951267132381
